TCONST	TITLETYPE	PRIMARYTITLE	ORIGINALTITLE	ISADULT	STARTYEAR	ENDYEAR	RUNTIMEMINUTES	GENRES	AVERAGERATING	NUMVOTES	TITLETYPE_NEW	SHOW_ID	TYPE	TITLE	DIRECTOR	CAST	COUNTRY	DATE_ADDED	RELEASE_YEAR	RATING	DURATION	LISTED_IN	DESCRIPTION
tt0070242	movie	Jimi Hendrix	Jimi Hendrix	0	1973		98	Biography,Documentary,Music	7.9	1402	Movie	653673	Movie	Jimi Hendrix	Joe Boyd	Jimi Hendrix, Eric Clapton, Billy Cox	United States	November 1, 2019	1973	R	102 min	Documentaries, Music & Musicals	Jimi Hendrix's family, friends, and fellow musicians discuss his life and influence. Hendrix also appears in classic performance footage.
tt0084921	movie	Five Elements Ninjas	Ren zhe wu di	0	1982		107	Action,Drama	7.3	2120	Movie	70124316	Movie	Five Elements Ninjas	Cheh Chang	Tien-chi Cheng, Tien Hsiang Lung, Meng Lo, Michael Chan Wai-Man, Pei Hsi Chen, Li Wang, Ke Chu	Hong Kong	September 17, 2019	1982	R	104 min	Action & Adventure, International Movies	When five ninjas whose fighting styles are based on natural elements unleash their fury on a rival school, a lone survivor vows deadly revenge.
tt0100848	tvMovie	Unspeakable Acts	Unspeakable Acts	0	1990		100	Biography,Drama	6.2	323	Movie	70206825	Movie	Unspeakable Acts	Linda Otto	Jill Clayburgh, Brad Davis, Sam Behrens	United States	October 1, 2011	1990	NR	95 min	Dramas	Laurie and Joseph are doctors who interview sexually abused children. With a lot of energy they track down a pedophile who has abused many toddlers.
tt0227538	movie	Spy Kids	Spy Kids	0	2001		88	Action,Adventure,Comedy	5.5	104555	Movie	60020916	Movie	Spy Kids	Robert Rodriguez	Antonio Banderas, Carla Gugino, Alan Cumming, Teri Hatcher, Cheech Marin, Danny Trejo, Robert Patrick, Tony Shalhoub, Alexa PenaVega, Daryl Sabara	United States	April 1, 2019	2001	PG	88 min	Children & Family Movies, Comedies	The tables are turned when pint-sized kids Carmen and Juni must rescue their secret-agent parents from the diabolical clutches of Alexander Minion.
tt0178737	movie	Mansfield Park	Mansfield Park	0	1999		112	Comedy,Drama,Romance	7.1	21066	Movie	60000480	Movie	Mansfield Park	Patricia Rozema	Frances O'Connor, Embeth Davidtz, Jonny Lee Miller, Alessandro Nivola, Harold Pinter, Lindsay Duncan, Sheila Gish, James Purefoy, Victoria Hamilton, Hugh Bonneville	United Kingdom	January 1, 2020	1999	PG-13	112 min	Comedies, Dramas, International Movies	A poor heroine is sent to live with wealthy relatives in 1800s England, where her wit and writing talent find the room, and circumstance, to grow.
tt0265086	movie	Black Hawk Down	Black Hawk Down	0	2001		144	Drama,History,War	7.7	353284	Movie	60022056	Movie	Black Hawk Down	Ridley Scott	Josh Hartnett, Ewan McGregor, Tom Sizemore, Eric Bana, William Fichtner, Ewen Bremner, Sam Shepard, Gabriel Casseus, Kim Coates, Hugh Dancy, Ron Eldard, Ioan Gruffudd, Tom Guiry, Charlie Hofheimer, Danny Hoch, Jason Isaacs, Zeljko Ivanek, Glenn Morshower, Jeremy Piven, Brendan Sexton III	United States, United Kingdom	January 1, 2019	2001	R	144 min	Action & Adventure, Dramas	When U.S. forces attempt to capture two underlings of a Somali warlord, their helicopters are shot down and the Americans suffer heavy casualties.
tt0488120	movie	Fracture	Fracture	0	2007		113	Crime,Drama,Thriller	7.2	179119	Movie	70058016	Movie	Fracture	Gregory Hoblit	Anthony Hopkins, Ryan Gosling, David Strathairn, Rosamund Pike, Embeth Davidtz, Billy Burke, Cliff Curtis, Fiona Shaw, Bob Gunton, Josh Stamberg	United States, Germany	April 1, 2019	2007	R	113 min	Dramas, Thrillers	Ted Crawford, who allegedly attempted to murder his wife, is now locked in a battle of wits with a young assistant district attorney.
tt0112459	movie	Barsaat	Barsaat	0	1995		166	Action,Romance	5.4	1062	Movie	284890	Movie	Barsaat	Rajkumar Santoshi	Twinkle Khanna, Bobby Deol, Danny Denzongpa, Raj Babbar, Ashwin Kaushal, Mukesh Khanna, Harish Patel	India	April 1, 2018	1995	TV-PG	166 min	Action & Adventure, International Movies, Music & Musicals	A naïve young man and a rich city girl fall in love. Her stepfather, however, doesn't approve of the match and will stop at nothing to split the pair.
tt0108052	movie	Schindler's List	Schindler's List	0	1993		195	Biography,Drama,History	8.9	1160265	Movie	60036359	Movie	Schindler's List	Steven Spielberg	Liam Neeson, Ben Kingsley, Ralph Fiennes, Caroline Goodall, Jonathan Sagall, Embeth Davidtz, Małgorzata Gebel, Shmulik Levy, Mark Ivanir, Beatrice Macola, Friedrich von Thun, Andrzej Seweryn	United States	April 1, 2018	1993	R	195 min	Classic Movies, Dramas	Oskar Schindler becomes an unlikely humanitarian, spending his entire fortune to help save 1,100 Jews from Auschwitz during World War II.
tt0149367	movie	Where the Money Is	Where the Money Is	0	2000		89	Comedy,Crime,Drama	6.2	5445	Movie	60000878	Movie	Where the Money Is	Marek Kanievska	Paul Newman, Linda Fiorentino, Dermot Mulroney, Susan Barnes, Anne Pitoniak, Bruce MacVittie, Irma St. Paule, Michel Perron, Dorothy Gordon, Rita Tuckett	Germany, United States, United Kingdom, Canada	January 15, 2020	2000	PG-13	89 min	Action & Adventure, Comedies, Dramas	Paul Newman proves he's still got prodigious acting chops, playing an aging bank robber who may have one last job in him. Faking a stroke, the incarcerated Newman is transferred to a nursing home and the care of a skeptical nurse.
tt0380601	short	One Last Shot	One Last Shot	0	1998		30	Comedy,Drama,Short	6.9	307	Movie	81008272	Movie	One Last Shot	Mike Clattenburg	Robb Wells, John Paul Tremblay, John Dunsworth	Canada	August 24, 2018	1998	TV-MA	31 min	Comedies	In this low-budget short film, two best buddies meet up for a night of booze-fueled fun before one of them moves to Vancouver.
tt0450405	movie	Cirque du Freak: The Vampire's Assistant	Cirque du Freak: The Vampire's Assistant	0	2009		109	Action,Adventure,Fantasy	5.8	42180	Movie	70114022	Movie	Cirque du Freak: The Vampire's Assistant	Paul Weitz	John C. Reilly, Ken Watanabe, Josh Hutcherson, Chris Massoglia, Ray Stevenson, Patrick Fugit, Orlando Jones, Willem Dafoe, Salma Hayek, Michael Cerveris, Jane Krakowski, Frankie Faison, Patrick Breen, Colleen Camp, Don McManus, Jessica Carlson, Kristen Schaal	United States	April 16, 2018	2009	PG-13	109 min	Action & Adventure, Horror Movies, Sci-Fi & Fantasy	When Darren Shan is taken to a circus that's chock-full of sideshow oddities, he meets a vampire and receives a life-changing bite on the neck.
tt0070016	movie	Charlotte's Web	Charlotte's Web	0	1973		94	Animation,Family,Musical	6.9	16210	Movie	60020948	Movie	Charlotte's Web	Charles A. Nichols, Iwao Takamoto	Debbie Reynolds, Charles Nelson Reilly, Paul Lynde, Henry Gibson, Rex Allen, Danny Bonaduce, Pamelyn Ferdin, Don Messick, Agnes Moorehead, Martha Scott, John Stephenson, Herb Vigran, Dave Madden	United States	November 23, 2019	1973	G	94 min	Children & Family Movies, Classic Movies	Follow the adventures of Wilbur the pig, Templeton the rat and Charlotte the spider in this animated musical version of E.B. White's timeless story.
tt0079221	movie	Gol Maal	Gol Maal	0	1979		120	Comedy,Romance	8.6	16673	Movie	21028086	Movie	Gol Maal	Hrishikesh Mukherjee	Amol Palekar, Bindiya Goswami, Deven Verma, Utpal Dutt, Shubha Khote, Manju Singh, Dina Pathak, Pushpa, David Abraham, Asrani	India	December 31, 2019	1979	TV-PG	137 min	Classic Movies, Comedies, International Movies	When circumstances at work compel Ram to pretend to have a twin, his lie works – until the boss wants his daughter to marry Ram’s fictitious brother.
tt0366551	movie	Harold & Kumar Go to White Castle	Harold & Kumar Go to White Castle	0	2004		88	Adventure,Comedy	7.1	177575	Movie	70000091	Movie	Harold & Kumar Go to White Castle	Danny Leiner	John Cho, Kal Penn, Paula Garcés, Neil Patrick Harris, David Krumholtz, Eddie Kaye Thomas, Christopher Meloni, Ryan Reynolds, Fred Willard	United States, Canada, Germany	January 1, 2020	2004	R	88 min	Comedies, Cult Movies	Buddies Harold and Kumar set out to satisfy a stoner craving for hamburgers but end up on an epic journey when they can't find White Castle.
tt0238380	movie	Equilibrium	Equilibrium	0	2002		107	Action,Drama,Sci-Fi	7.4	304617	Movie	60024935	Movie	Equilibrium	Kurt Wimmer	Christian Bale, Emily Watson, Taye Diggs, Angus Macfadyen, Sean Bean, Sean Pertwee, Matthew Harbour, William Fichtner	United States	June 8, 2019	2002	R	107 min	Action & Adventure, Dramas, Sci-Fi & Fantasy	In a dystopian future, a totalitarian regime maintains peace by subduing the populace with a drug, and displays of emotion are punishable by death.
tt0382188	movie	Mumbai Matinee	Mumbai Matinee	0	2003		125	Comedy,Romance	5.2	235	Movie	60036103	Movie	Mumbai Matinee	Anant Balani	Rahul Bose, Vijay Raaz, Anusha Dhandekar, Perizaad Zorabian, Saurabh Shukla, Asrani, Shehzad Khan	India	April 15, 2019	2003	TV-14	116 min	Comedies, International Movies, Romantic Movies	Still a virgin at 32 years old, a frustrated advertising agent gets the shock of his life when an unlikely chain of events turns him into a porn star.
tt0038991	movie	The Stranger	The Stranger	0	1946		95	Crime,Drama,Film-Noir	7.4	22028	Movie	1005494	Movie	The Stranger	Orson Welles	Edward G. Robinson, Loretta Young, Orson Welles, Philip Merivale, Richard Long, Konstantin Shayne, Byron Keith, Billy House	United States	July 19, 2018	1946	TV-PG	94 min	Classic Movies, Dramas, Thrillers	A Nazi fugitive hiding in Connecticut tries to keep his identity hidden from his naïve new wife while a dogged investigator pursues him relentlessly.
tt0317248	movie	City of God	Cidade de Deus	0	2002		130	Crime,Drama	8.6	675534	Movie	60026106	Movie	City of God	Fernando Meirelles, Katia Lund	Alexandre Rodrigues, Leandro Firmino, Phellipe Haagensen, Douglas Silva, Jonathan Haagensen, Matheus Nachtergaele, Seu Jorge, Jefechander Suplino, Alice Braga	Brazil, France, Germany	January 1, 2020	2002	R	130 min	Dramas, Independent Movies, International Movies	Growing up in a Rio de Janeiro slum, Rocket is able to avoid being drawn into a life of drugs and crime by having a passion for photography.
tt0268639	movie	Singapore	Singapore	0	1960			Crime,Thriller	6.1	56	Movie	80158547	Movie	Singapore	Shakti Samanta	Shammi Kapoor, Padmini, Maria Menado, Shashikala, Agha, K.N. Singh, Madan Puri, Helen	India, Malaysia	October 15, 2017	1960	TV-PG	158 min	Comedies, Dramas, International Movies	When his employee disappears in Singapore, Shyam travels from India to investigate the absence and becomes entangled in a deadly plot.
tt0091939	movie	She's Gotta Have It	She's Gotta Have It	0	1986		84	Comedy,Romance	6.7	9390	Movie	60034929	Movie	She's Gotta Have It	Spike Lee	Tracy Camilla Johns, Tommy Redmond Hicks, John Canada Terrell, Spike Lee, Raye Dowell, Joie Lee, S. Epatha Merkerson, Bill Lee, Cheryl Burr, Aaron Dugger	United States	September 1, 2017	1986	R	84 min	Classic Movies, Comedies, Independent Movies	A free-spirited woman can't choose between a trio of ill-suited suitors: relationship-minded Jamie, shallow male model Greer and bike messenger Mars.
tt0436339	movie	G-Force	G-Force	0	2009		88	Action,Adventure,Comedy	5.1	41176	Movie	70108985	Movie	G-Force	Hoyt Yeatman	Bill Nighy, Will Arnett, Zach Galifianakis, Kelli Garner, Tyler Patrick Jones, Piper Mackenzie Harris, Gabriel Casseus, Jack Conley, Niecy Nash, Justin Mentell, Nicolas Cage, Sam Rockwell, Jon Favreau, Penélope Cruz, Steve Buscemi, Tracy Morgan	United States	March 15, 2019	2009	PG	88 min	Children & Family Movies, Comedies	When a billionaire sets out to take over the world, only one special forces unit can handle the job – a squad of highly trained guinea pigs.
tt0268695	movie	The Time Machine	The Time Machine	0	2002		96	Action,Adventure,Sci-Fi	6.0	116066	Movie	60022645	Movie	The Time Machine	Simon Wells	Guy Pearce, Samantha Mumba, Jeremy Irons, Mark Addy, Sienna Guillory, Phyllida Law, Alan Young, Omero Mumba, Yancey Arias, Orlando Jones	United States, United Arab Emirates	November 23, 2019	2002	PG-13	96 min	Action & Adventure, Sci-Fi & Fantasy	Based on the H.G. Wells classic, this adventure follows a scientist and inventor who's determined to prove to doubters that time travel is possible.
tt0312189	tvSeries	Power Rangers Ninja Storm	Power Rangers Ninja Storm	0	2003	2004	30	Action,Adventure,Sci-Fi	6.3	2057	TV Show	70213079	TV Show	Power Rangers Ninja Storm		Pua Magasiva, Sally Martin, Glenn McMillan, Adam Tuominen, Jorgito Vargas Jr., Jason Chan, Katrina Browne, Katrina Devine, Grant McFarland, Peter Rowley, Megan Nicol, Bruce Hopkins	United States, New Zealand	January 1, 2016	2003	TV-Y7-FV	1 Season	Kids' TV	When the elite warriors from the Wind Ninja Academy are captured by the evil Lothor, Shane, Tori and Waldo become Wind Power Rangers to fight back.
tt0124836	movie	Young Tiger	Nu jing cha	0	1973		80	Action,Crime	3.6	1264	Movie	1145882	Movie	Young Tiger	Mu Chu	Qiu Yuen, Charlie Chin, Jackie Chan, Hu Chin, Nan Chiang	Hong Kong	November 1, 2016	1973	NR	81 min	Action & Adventure, International Movies	Aided only by a tough female police officer, a Hong Kong taxi driver tries to escape from gangsters pursuing incriminating evidence left in his cab.
tt0100332	movie	Paris Is Burning	Paris Is Burning	0	1990		71	Documentary	8.2	11417	Movie	60036691	Movie	Paris Is Burning	Jennie Livingston		United States	February 1, 2017	1990	R	77 min	Classic Movies, Cult Movies, Documentaries	This Sundance prize-winning documentary is an intimate portrait of 1980s Harlem drag balls: a world of fierce competition, sustenance, and survival.
tt0056193	movie	Lolita	Lolita	0	1962		153	Crime,Drama,Romance	7.6	88384	Movie	709380	Movie	Lolita	Stanley Kubrick	James Mason, Shelley Winters, Peter Sellers, Sue Lyon, Gary Cockrell, Jerry Stovin, Diana Decker, Lois Maxwell, Cec Linder	United Kingdom, United States	November 1, 2019	1962	R	153 min	Classic Movies, Dramas, Romantic Movies	In this black comedy, an English professor marries his landlady to get closer to his forbidden obsession: her teenage daughter.
tt0067992	movie	Willy Wonka & the Chocolate Factory	Willy Wonka & the Chocolate Factory	0	1971		100	Family,Fantasy,Musical	7.8	170156	Movie	60020949	Movie	Willy Wonka & the Chocolate Factory	Mel Stuart	Gene Wilder, Jack Albertson, Peter Ostrum, Roy Kinnear, Julie Dawn Cole, Leonard Stone, Denise Nickerson, Dodo Denney, Paris Themmen, Ursula Reit	United States, East Germany, West Germany	January 1, 2020	1971	G	100 min	Children & Family Movies, Classic Movies, Comedies	Zany Willy Wonka causes a stir when he announces that golden tickets hidden inside his candy bars will admit holders into his secret confectionary.
tt0363282	movie	New York Minute	New York Minute	0	2004		91	Comedy,Crime,Family	5.0	21100	Movie	60034568	Movie	New York Minute	Dennie Gordon	Mary-Kate Olsen, Ashley Olsen, Eugene Levy, Andy Richter, Riley Smith, Jared Padalecki, Drew Pinsky, Darrell Hammond, Andrea Martin, Alannah Ong, Mary Bond Davis, Bob Saget, Jack Osbourne	United States	January 1, 2020	2004	PG	91 min	Children & Family Movies, Comedies	When bickering teenage twins accidentally land in the middle of a criminal operation, they'll have to work together to get themselves out of trouble.
tt0457802	movie	The Blue Umbrella	The Blue Umbrella	0	2005		90	Comedy,Drama,Family	7.6	1709	Movie	70075775	Movie	The Blue Umbrella	Vishal Bhardwaj	Pankaj Kapur, Shreya Sharma, Dolly Ahluwalia, Deepak Dobriyal, Rahul Kumar, Paramjit Singh Kakran, Piu Dutt, Samrat Mukherjee	India	August 2, 2018	2005	TV-PG	90 min	Children & Family Movies, Dramas, Independent Movies	A charming allegory based on a novella by Ruskin Bond, this visually stunning film from India explores themes of greed, loneliness, longing and loss.
tt0457433	movie	Perfect Stranger	Perfect Stranger	0	2007		109	Crime,Horror,Mystery	5.7	43735	Movie	70058019	Movie	Perfect Stranger	James Foley	Halle Berry, Bruce Willis, Giovanni Ribisi, Richard Portnow, Gary Dourdan, Florencia Lozano, Nicki Aycox, Kathleen Chalfant, Gordon MacDonald, Daniella Van Graas	United States	January 1, 2019	2007	R	109 min	Thrillers	Ro risks her life to discover the identity of a stranger lurking on the Internet who might hold the answers to her friend's murder.
tt0071512	movie	The Flying Guillotine	Xue di zi	0	1975		105	Action,Drama	6.7	1036	Movie	80999107	Movie	The Flying Guillotine	Meng Hua Ho	Kuan Tai Chen, Feng Ku, Hung Wei, Wu Chi Liu, Yang Chiang	Hong Kong	July 28, 2018	1975	TV-MA	101 min	Action & Adventure, Dramas, International Movies	In Qing-dynasty China, the emperor commands that a weapon be invented to kill at a distance without a trace. Then he orders it used on its wielders.
tt0104145	movie	Casino Tycoon	Do sing daai hang: San goh chuen kei	0	1992		133	Crime,Drama	6.1	256	Movie	70033643	Movie	Casino Tycoon	Wong Jing	Wong Jing	Hong Kong	August 1, 2018	1992	TV-MA	125 min	Action & Adventure, Dramas, International Movies	When Japanese troops invade Hong Kong, young Benny Ho flees to Macau and rises to the top of the city's casino business with pluck, diligence and wit.
tt0258000	movie	Panic Room	Panic Room	0	2002		112	Crime,Drama,Thriller	6.8	248019	Movie	60022700	Movie	Panic Room	David Fincher	Jodie Foster, Forest Whitaker, Dwight Yoakam, Jared Leto, Kristen Stewart, Ann Magnuson, Ian Buchanan, Patrick Bauchau, Paul Schulze	United States	August 1, 2019	2002	R	112 min	Thrillers	A woman and her daughter are caught in a game of cat-and-mouse with burglars in their New York City home and are forced to retreat inside a vault.
tt0246456	movie	Bazaar	Bazaar	0	1982		120	Drama,Family	7.3	411	Movie	70053010	Movie	Bazaar	Sagar Sarhadi	Farooq Shaikh, Smita Patil, Naseeruddin Shah, Bharat Kapoor, Supriya Pathak, Rita Rani Kaul, Malika	India	December 31, 2019	1982	TV-14	121 min	Dramas, Independent Movies, International Movies	A young man challenges traditional customs by standing up to the father of the woman he loves, who has promised her to a wealthy expatriate.
tt0375733	movie	Encounter: The Killing	Encounter: The Killing	0	2002		150	Crime,Drama	6.7	122	Movie	70006866	Movie	Encounter: The Killing	Ajay Phansekar	Naseeruddin Shah, Tara Deshpande, Akash Khurana, Ratna Pathak Shah, Dilip Prabhavalkar, Avtar Gill	India	December 31, 2019	2002	TV-14	151 min	Dramas, Independent Movies, International Movies	After accidentally killing a young mobster, a guilt-stricken police officer searches for the parents who never came forward to claim their son's body.
tt0465502	movie	Igor	Igor	0	2008		87	Animation,Comedy,Family	6.0	21894	Movie	70099119	Movie	Igor	Tony Leondis	John Cusack, Steve Buscemi, Sean Hayes, Molly Shannon, Eddie Izzard, Jennifer Coolidge, Jay Leno	United States, France	September 1, 2019	2008	PG	87 min	Children & Family Movies	Igor, the brilliant but deformed assistant to mad Dr. Glickenstein, dreams of winning the Evil Science Fair and the heart of village beauty Gretchen.
tt0478176	movie	John & Jane	John & Jane	0	2005		83	Documentary	6.6	146	Movie	80115844	Movie	John & Jane	Ashim Ahluwalia		India	August 15, 2016	2005	TV-14	79 min	Documentaries, International Movies	Truth and fiction blend in this quasi-documentary about six exhausted workers at a Mumbai call center servicing U.S. customers.
tt0215911	movie	Koshish	Koshish	0	1972		125	Drama	8.6	1379	Movie	24073896	Movie	Koshish	Gulzar	Sanjeev Kumar, Jaya Bhaduri, Asrani, Seema, Om Shivpuri, Dina Pathak	India	December 31, 2019	1972	TV-14	115 min	International Movies, Romantic Movies	A speech and hearing-impaired couple persists through unforgiving obstacles to be accepted by society and live a life of dignity.
tt0464160	movie	Chup Chup Ke	Chup Chup Ke	0	2006		164	Comedy,Drama,Romance	6.7	7573	Movie	70052249	Movie	Chup Chup Ke	Priyadarshan, Kookie V. Gulati	Shahid Kapoor, Kareena Kapoor, Om Puri, Neha Dhupia, Sunil Shetty, Paresh Rawal, Rajpal Yadav, Shakti Kapoor	India	November 1, 2018	2006	TV-14	158 min	Comedies, Dramas, International Movies	Mistaking a broke, small-time hustler for a millionaire, two bumbling fishermen hatch a scheme to use him to help pay off their debts.
tt0367882	movie	Indiana Jones and the Kingdom of the Crystal Skull	Indiana Jones and the Kingdom of the Crystal Skull	0	2008		122	Action,Adventure	6.1	410903	Movie	70084799	Movie	Indiana Jones and the Kingdom of the Crystal Skull	Steven Spielberg	Harrison Ford, Cate Blanchett, Karen Allen, Ray Winstone, John Hurt, Jim Broadbent, Igor Jijikine, Shia LaBeouf	United States	January 1, 2019	2008	PG-13	123 min	Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy	Indiana Jones is drawn into a Russian plot to unearth the Crystal Skulls of Akator, Amazonian artifacts with supernatural powers.
tt0244585	movie	Khubsoorat	Khubsoorat	0	1980		126	Comedy,Drama,Family	7.7	1450	Movie	81213895	Movie	Khubsoorat	Hrishikesh Mukherjee	Ashok Kumar, Rekha, Rakesh Roshan, Shashikala, Aradhana, Dina Pathak, David Abraham, S.N. Banerjee, Keshto Mukherjee	India	December 31, 2019	1980	TV-PG	120 min	Classic Movies, Comedies, Dramas	A strict matriarch's regimented household is upended by the arrival of a spunky relative who challenges the rules.
tt0047673	movie	White Christmas	White Christmas	0	1954		120	Comedy,Musical,Romance	7.6	31081	Movie	60003082	Movie	White Christmas	Michael Curtiz	Bing Crosby, Danny Kaye, Rosemary Clooney, Vera-Ellen, Dean Jagger, Mary Wickes, John Brascia, Anne Whitfield, George Chakiris	United States	July 15, 2012	1954	TV-G	120 min	Children & Family Movies, Classic Movies, Comedies	Two war buddies fall for two sisters and follow the girls to a resort owned by their former commanding officer, who is in danger of losing the place.
tt0323120	movie	Loving Annabelle	Loving Annabelle	0	2006		77	Drama,Romance	6.3	11529	Movie	70057519	Movie	Loving Annabelle	Katherine Brooks	Erin Kelly, Diane Gaidry, Laura Breckenridge, Michelle Horn, Gustine Fudickar, Ilene Graff, Kevin McCarthy, Markus Flanagan	United States	July 1, 2018	2006	TV-MA	77 min	Dramas, Independent Movies, LGBTQ Movies	An esteemed young poetry teacher at a Catholic boarding school risks everything when she engages in a feverish affair with a female student.
tt0084602	movie	Rocky III	Rocky III	0	1982		99	Drama,Sport	6.8	166684	Movie	60010836	Movie	Rocky III	Sylvester Stallone	Sylvester Stallone, Talia Shire, Burt Young, Carl Weathers, Burgess Meredith, Tony Burton, Mr. T, Hulk Hogan, Ian Fried	United States	August 1, 2019	1982	PG	100 min	Dramas, Sports Movies	After taking a pounding from a powerful young fighter, humbled world champ Rocky Balboa turns to ex-rival Apollo Creed for help in regaining his form.
tt0114991	movie	Loving You	Mou mei san taam	0	1995		84	Action,Crime,Drama	6.5	284	Movie	80997789	Movie	Loving You	Johnnie To	Lau Ching Wan, Carman Lee, Tsung-Hua To, Chung-wai Lee, Ruby Wong	Hong Kong	August 16, 2018	1995	TV-14	79 min	Dramas, International Movies	Struggling in a loveless marriage, a hard-drinking, workaholic cop finds a chance at redemption after a fateful incident leaves him wounded.
tt0352190	movie	Shark Busters	Baan sau chuk dak hin dui	0	2002		96	Drama	6.3	77	Movie	70033579	Movie	Shark Busters	Herman Yau	Danny Lee, Hui Siu-Hung, Lam Suet, Alfred Cheung, Brian Ireland, Ken Lo, Lai Suk-Yin, Yeung Tin-King, Fung Hak-On, Jamie Luk	Hong Kong	August 16, 2018	2002	TV-14	92 min	Dramas, International Movies	Hit by a media storm over his own mounting debts, a police officer leads an investigation against the loan sharks behind a sinister credit scheme.
tt0119099	movie	Fallen	Fallen	0	1998		124	Action,Crime,Drama	7.0	71822	Movie	1192866	Movie	Fallen	Gregory Hoblit	Denzel Washington, John Goodman, Donald Sutherland, Embeth Davidtz, James Gandolfini, Elias Koteas, Gabriel Casseus, Michael J. Pagan, Robert Joy	United States	November 1, 2019	1998	R	124 min	Thrillers	A tough homicide cop faces his most dangerous assignment when he must stop a murderous evil spirit who can move from one host to the next.
tt0348150	movie	Superman Returns	Superman Returns	0	2006		154	Action,Sci-Fi	6.0	266169	Movie	70041963	Movie	Superman Returns	Bryan Singer	Brandon Routh, Kate Bosworth, Kevin Spacey, James Marsden, Parker Posey, Frank Langella, Sam Huntington, Eva Marie Saint, Marlon Brando, Kal Penn	United States	October 1, 2019	2006	PG-13	154 min	Action & Adventure, Sci-Fi & Fantasy	When Superman returns to Metropolis, he finds that Lois Lane has moved on to another man and Lex Luthor is developing a new plan to rule the world.
tt0113347	movie	How to Make an American Quilt	How to Make an American Quilt	0	1995		117	Comedy,Drama,Romance	6.3	10407	Movie	607931	Movie	How to Make an American Quilt	Jocelyn Moorhouse	Winona Ryder, Anne Bancroft, Ellen Burstyn, Kate Nelligan, Alfre Woodard, Kaelynn Craddick, Sara Craddick, Kate Capshaw, Dermot Mulroney, Adam Baldwin, Maya Angelou, Rip Torn, Joanna Going, Claire Danes, Jean Simmons, Denis Arndt, Johnathon Schaech, Samantha Mathis, Derrick O'Connor, Jared Leto	United States	April 1, 2018	1995	PG-13	116 min	Dramas, Romantic Movies	A conflicted young woman spends the summer with her grandmother, her great-aunt and their quilting circle, whose life stories captivate her.
tt0145660	movie	Austin Powers: The Spy Who Shagged Me	Austin Powers: The Spy Who Shagged Me	0	1999		95	Action,Adventure,Comedy	6.6	211048	Movie	21302357	Movie	Austin Powers: The Spy Who Shagged Me	Jay Roach	Mike Myers, Heather Graham, Michael York, Robert Wagner, Rob Lowe, Seth Green, Mindy Sterling, Verne Troyer, Elizabeth Hurley, Will Ferrell	United States	December 1, 2019	1999	PG-13	95 min	Action & Adventure, Comedies, Sci-Fi & Fantasy	When diabolical genius Dr. Evil travels back in time to steal superspy Austin Powers's "mojo," Austin must return to the swingin' '60s himself.
tt0127388	tvSeries	Ninja Turtles: The Next Mutation	Ninja Turtles: The Next Mutation	0	1997	1998	20	Action,Adventure,Comedy	4.3	1248	TV Show	70221672	TV Show	Ninja Turtles: The Next Mutation		Jarred Blancard, Mitchell A. Lee Yuen, Dean Choe, Richard Yee, Gabe Khouth, Nicole Parker, Kirby Morrow, Matt Hill, Jason Gray-Stanford, Michael Dobson, Lalainia Lindbjerg, Shishir Inocalla, Fiona Scott, Stephen Mendel, Larry Lam, Geoff Wong	Canada, United States	January 1, 2016	1997	TV-Y7-FV	1 Season	Kids' TV, TV Comedies	Everyone's favorite teenage mutants are back in live action to fight crime with help from a new ninja turtle – a female named Venus De Milo.
tt0468458	movie	Brother's Shadow	Brother's Shadow	0	2006		91	Drama	5.9	115	Movie	70068739	Movie	Brother's Shadow	Todd S. Yellin	Scott Cohen, Judd Hirsch, Susan Floyd, Elliot Korte, Ruben Santiago-Hudson, James Murtaugh, Ato Essandoh, Toby Poser, Diane Kagan, John Di Benedetto, Jerry Matz, Lisa Emery	United States	September 1, 2017	2006	TV-14	90 min	Dramas, Independent Movies	After serving time in jail, a disgraced son returns to the family business in New York, where he struggles to fill the shoes of his late twin brother.
tt0418773	movie	Junebug	Junebug	0	2005		106	Comedy,Drama	6.9	21787	Movie	70024098	Movie	Junebug	Phil Morrison	Amy Adams, Embeth Davidtz, Ben McKenzie, Alessandro Nivola, Frank Hoyt Taylor, Celia Weston, Scott Wilson, Jill Wagner, Victoria Jackson, Chuck Russell, Jerry Minor, Matt Besser	United States	March 1, 2019	2005	R	107 min	Comedies, Dramas, Independent Movies	When a big-city art dealer travels to North Carolina to meet her new husband's small-town family, their trip gives rise to a multitude of problems.
tt0095945	tvMovie	Quiet Victory: The Charlie Wedemeyer Story	Quiet Victory: The Charlie Wedemeyer Story	0	1988		100	Drama	7.7	98	Movie	70206819	Movie	Quiet Victory: The Charlie Wedemeyer Story	Roy Campanella II	Pam Dawber, Michael Nouri, Bess Meyer, Peter Berg, James Handy, Kyle Chandler	United States	October 1, 2011	1988	TV-PG	93 min	Dramas, Sports Movies	When high school football coach Charlie Wedemeyer is diagnosed with Lou Gehrig's disease, he perseveres in leading his team despite becoming disabled.
